lead_id,customer_id,created_date,first_touch_channel,last_touch_channel,campaign_id,market,industry,company_size_band,product_interest,engagement_score,lead_status,mql_flag,sql_flag
L003217,CU003217,2025-08-13,Paid Social,Paid Social,CMP_PAI_GLA,Glasgow,Professional Services,1000+,Remote Access,69.6,SQL,1,1
L003218,CU003218,2025-08-13,Direct,Direct,CMP_DIR_EDI,Edinburgh,Education,50-249,Security Add-on,51.0,New,0,0
L003219,CU003219,2025-08-14,Email,Email,CMP_EMA_MAN,Manchester,Manufacturing,250-999,Remote Access,73.3,New,0,0
L003220,CU003220,2025-08-14,Partner,Partner,CMP_PAR_BRI,Bristol,Healthcare,1000+,Enterprise Connectivity,64.2,New,0,0
L003221,CU003221,2025-08-14,Partner,Partner,CMP_PAR_BRI,Bristol,Technology,1-49,Remote Access,45.6,New,0,0
L003222,CU003222,2025-08-14,Email,Email,CMP_EMA_BIR,Birmingham,Manufacturing,50-249,Enterprise Connectivity,83.3,New,0,0
L003223,CU003223,2025-08-14,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Professional Services,250-999,Remote Access,83.5,New,0,0
L003224,CU003224,2025-08-15,Paid Social,Paid Social,CMP_PAI_CAR,Cardiff,Education,1-49,Remote Support,50.4,New,0,0
L003225,CU003225,2025-08-15,Email,Email,CMP_EMA_BRI,Bristol,Education,250-999,Enterprise Connectivity,58.8,SQL,1,1
L003226,CU003226,2025-08-15,Organic Search,Organic Search,CMP_ORG_BIR,Birmingham,Technology,50-249,Security Add-on,77.4,MQL,1,0
L003227,CU003227,2025-08-15,Events,Events,CMP_EVE_SHE,Sheffield,Retail,50-249,Remote Support,44.6,New,0,0
L003228,CU003228,2025-08-15,LinkedIn,LinkedIn,CMP_LIN_GLA,Glasgow,Professional Services,250-999,Remote Support,86.8,SQL,1,1
L003229,CU003229,2025-08-16,Partner,Partner,CMP_PAR_LON,London,Professional Services,50-249,Remote Access,72.6,MQL,1,0
L003230,CU003230,2025-08-16,LinkedIn,LinkedIn,CMP_LIN_CAR,Cardiff,Technology,1000+,Security Add-on,75.3,SQL,1,1
L003231,CU003231,2025-08-16,Paid Social,Paid Social,CMP_PAI_GLA,Glasgow,Manufacturing,250-999,Remote Access,66.0,New,0,0
L003232,CU003232,2025-08-16,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BRI,Bristol,Healthcare,50-249,Enterprise Connectivity,65.3,New,0,0
L003233,CU003233,2025-08-16,LinkedIn,LinkedIn,CMP_LIN_LON,London,Retail,1000+,Enterprise Connectivity,92.5,SQL,1,1
L003234,CU003234,2025-08-16,YouTube,YouTube,CMP_YOU_LEE,Leeds,Manufacturing,1-49,Remote Support,53.8,SQL,1,1
L003235,CU003235,2025-08-17,Partner,Partner,CMP_PAR_BRI,Bristol,Education,1-49,Remote Support,72.2,New,0,0
L003236,CU003236,2025-08-17,Paid Social,Paid Social,CMP_PAI_LON,London,Professional Services,250-999,Enterprise Connectivity,28.3,SQL,1,1
L003237,CU003237,2025-08-17,LinkedIn,LinkedIn,CMP_LIN_LON,London,Education,250-999,Remote Support,63.0,SQL,1,1
L003238,CU003238,2025-08-17,Organic Search,Organic Search,CMP_ORG_LIV,Liverpool,Education,1-49,Remote Access,73.5,SQL,1,1
L003239,CU003239,2025-08-18,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Retail,50-249,Security Add-on,79.3,New,0,0
L003240,CU003240,2025-08-18,Organic Search,Organic Search,CMP_ORG_SHE,Sheffield,Education,50-249,Remote Access,75.1,SQL,1,1
L003241,CU003241,2025-08-18,Direct,Direct,CMP_DIR_LON,London,Healthcare,1-49,Enterprise Connectivity,84.4,MQL,1,0
L003242,CU003242,2025-08-18,Paid Social,Paid Social,CMP_PAI_CAR,Cardiff,Healthcare,50-249,Remote Access,48.1,MQL,1,0
L003243,CU003243,2025-08-18,LinkedIn,LinkedIn,CMP_LIN_GLA,Glasgow,Professional Services,1000+,Security Add-on,88.5,SQL,1,1
L003244,CU003244,2025-08-18,Organic Search,Organic Search,CMP_ORG_LON,London,Professional Services,1000+,Enterprise Connectivity,69.0,New,0,0
L003245,CU003245,2025-08-18,Email,Email,CMP_EMA_EDI,Edinburgh,Healthcare,1000+,Security Add-on,35.9,New,0,0
L003246,CU003246,2025-08-19,Paid Social,Paid Social,CMP_PAI_SHE,Sheffield,Retail,50-249,Enterprise Connectivity,60.3,New,0,0
L003247,CU003247,2025-08-19,Events,Events,CMP_EVE_BIR,Birmingham,Professional Services,1000+,Enterprise Connectivity,76.6,New,0,0
L003248,CU003248,2025-08-19,Email,Email,CMP_EMA_LIV,Liverpool,Education,50-249,Security Add-on,80.0,New,0,0
L003249,CU003249,2025-08-20,Email,Email,CMP_EMA_LIV,Liverpool,Retail,250-999,Remote Support,69.8,New,0,0
L003250,CU003250,2025-08-20,Events,Events,CMP_EVE_GLA,Glasgow,Professional Services,50-249,Remote Access,62.6,New,0,0
L003251,CU003251,2025-08-21,Organic Search,Organic Search,CMP_ORG_MAN,Manchester,Technology,50-249,Security Add-on,61.0,MQL,1,0
L003252,CU003252,2025-08-21,Email,Email,CMP_EMA_SHE,Sheffield,Technology,1000+,Remote Support,75.6,New,0,0
L003253,CU003253,2025-08-21,Organic Search,Organic Search,CMP_ORG_LON,London,Education,250-999,Enterprise Connectivity,61.0,MQL,1,0
L003254,CU003254,2025-08-21,Paid Social,Paid Social,CMP_PAI_BIR,Birmingham,Retail,1-49,Enterprise Connectivity,32.1,New,0,0
L003255,CU003255,2025-08-21,Organic Search,Organic Search,CMP_ORG_BRI,Bristol,Education,50-249,Enterprise Connectivity,70.6,New,0,0
L003256,CU003256,2025-08-21,Paid Social,Paid Social,CMP_PAI_CAR,Cardiff,Technology,1-49,Remote Support,55.8,MQL,1,0
L003257,CU003257,2025-08-21,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_EDI,Edinburgh,Manufacturing,1000+,Remote Access,71.8,MQL,1,0
L003258,CU003258,2025-08-21,Organic Search,Organic Search,CMP_ORG_SHE,Sheffield,Manufacturing,1000+,Enterprise Connectivity,58.4,SQL,1,1
L003259,CU003259,2025-08-22,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BIR,Birmingham,Retail,1000+,Enterprise Connectivity,55.3,New,0,0
L003260,CU003260,2025-08-22,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LON,London,Retail,50-249,Enterprise Connectivity,58.3,New,0,0
L003261,CU003261,2025-08-22,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Education,1-49,Enterprise Connectivity,80.4,New,0,0
L003262,CU003262,2025-08-22,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Retail,1000+,Remote Support,52.2,New,0,0
L003263,CU003263,2025-08-22,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Manufacturing,1000+,Remote Support,70.9,SQL,1,1
L003264,CU003264,2025-08-22,YouTube,YouTube,CMP_YOU_BIR,Birmingham,Education,1-49,Security Add-on,33.6,MQL,1,0
L003265,CU003265,2025-08-22,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LIV,Liverpool,Professional Services,50-249,Enterprise Connectivity,40.7,MQL,1,0
L003266,CU003266,2025-08-22,LinkedIn,LinkedIn,CMP_LIN_LEE,Leeds,Manufacturing,1000+,Remote Support,82.6,SQL,1,1
L003267,CU003267,2025-08-23,YouTube,YouTube,CMP_YOU_LON,London,Education,50-249,Remote Support,44.3,MQL,1,0
L003268,CU003268,2025-08-23,Paid Social,Paid Social,CMP_PAI_BIR,Birmingham,Manufacturing,50-249,Remote Support,36.3,New,0,0
L003269,CU003269,2025-08-24,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Manufacturing,250-999,Enterprise Connectivity,62.6,MQL,1,0
L003270,CU003270,2025-08-24,LinkedIn,LinkedIn,CMP_LIN_EDI,Edinburgh,Technology,1000+,Remote Support,68.1,SQL,1,1
L003271,CU003271,2025-08-24,LinkedIn,LinkedIn,CMP_LIN_MAN,Manchester,Professional Services,1000+,Remote Access,75.9,New,0,0
L003272,CU003272,2025-08-25,Email,Email,CMP_EMA_LON,London,Healthcare,1-49,Security Add-on,52.2,New,0,0
L003273,CU003273,2025-08-25,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BIR,Birmingham,Education,50-249,Enterprise Connectivity,56.3,New,0,0
L003274,CU003274,2025-08-25,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Technology,250-999,Enterprise Connectivity,58.6,MQL,1,0
L003275,CU003275,2025-08-25,Paid Social,Paid Social,CMP_PAI_BIR,Birmingham,Technology,1000+,Security Add-on,33.1,New,0,0
L003276,CU003276,2025-08-25,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Education,250-999,Enterprise Connectivity,56.0,SQL,1,1
L003277,CU003277,2025-08-26,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Technology,1-49,Security Add-on,64.4,New,0,0
L003278,CU003278,2025-08-26,Paid Social,Paid Social,CMP_PAI_LEE,Leeds,Healthcare,1000+,Remote Access,42.0,New,0,0
L003279,CU003279,2025-08-26,Organic Search,Organic Search,CMP_ORG_MAN,Manchester,Professional Services,50-249,Enterprise Connectivity,67.6,SQL,1,1
L003280,CU003280,2025-08-26,Email,Email,CMP_EMA_SHE,Sheffield,Technology,50-249,Security Add-on,82.4,New,0,0
L003281,CU003281,2025-08-26,Email,Email,CMP_EMA_BIR,Birmingham,Technology,250-999,Security Add-on,73.2,New,0,0
L003282,CU003282,2025-08-26,Email,Email,CMP_EMA_LIV,Liverpool,Technology,250-999,Remote Support,92.9,MQL,1,0
L003283,CU003283,2025-08-26,Email,Email,CMP_EMA_CAR,Cardiff,Technology,1-49,Remote Access,61.9,MQL,1,0
L003284,CU003284,2025-08-26,Paid Search - Brand,Paid Search - Brand,CMP_PAI_SHE,Sheffield,Healthcare,1-49,Enterprise Connectivity,71.4,SQL,1,1
L003285,CU003285,2025-08-27,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BIR,Birmingham,Retail,250-999,Remote Access,68.9,New,0,0
L003286,CU003286,2025-08-27,Direct,Direct,CMP_DIR_LON,London,Technology,50-249,Enterprise Connectivity,69.5,MQL,1,0
L003287,CU003287,2025-08-27,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Manufacturing,50-249,Security Add-on,43.8,MQL,1,0
L003288,CU003288,2025-08-27,Paid Search - Brand,Paid Search - Brand,CMP_PAI_CAR,Cardiff,Professional Services,250-999,Enterprise Connectivity,50.6,New,0,0
L003289,CU003289,2025-08-28,Events,Events,CMP_EVE_BIR,Birmingham,Technology,50-249,Enterprise Connectivity,55.7,New,0,0
L003290,CU003290,2025-08-28,Email,Email,CMP_EMA_LON,London,Education,250-999,Security Add-on,48.2,SQL,1,1
L003291,CU003291,2025-08-28,Direct,Direct,CMP_DIR_LEE,Leeds,Healthcare,1000+,Security Add-on,73.9,MQL,1,0
L003292,CU003292,2025-08-28,Paid Social,Paid Social,CMP_PAI_LIV,Liverpool,Technology,50-249,Remote Access,53.1,New,0,0
L003293,CU003293,2025-08-28,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LEE,Leeds,Retail,1-49,Remote Access,82.5,SQL,1,1
L003294,CU003294,2025-08-28,Partner,Partner,CMP_PAR_BRI,Bristol,Manufacturing,1000+,Remote Access,63.4,SQL,1,1
L003295,CU003295,2025-08-28,Partner,Partner,CMP_PAR_CAR,Cardiff,Education,50-249,Security Add-on,56.2,New,0,0
L003296,CU003296,2025-08-28,Organic Search,Organic Search,CMP_ORG_MAN,Manchester,Retail,50-249,Enterprise Connectivity,57.9,New,0,0
L003297,CU003297,2025-08-29,Direct,Direct,CMP_DIR_LON,London,Technology,1-49,Remote Support,46.7,New,0,0
L003298,CU003298,2025-08-29,Paid Social,Paid Social,CMP_PAI_EDI,Edinburgh,Manufacturing,50-249,Remote Access,71.1,New,0,0
L003299,CU003299,2025-08-29,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Retail,1000+,Remote Support,77.1,SQL,1,1
L003300,CU003300,2025-08-29,Email,Email,CMP_EMA_BIR,Birmingham,Retail,50-249,Remote Support,99.9,MQL,1,0
L003301,CU003301,2025-08-30,Partner,Partner,CMP_PAR_LON,London,Healthcare,50-249,Remote Access,59.9,New,0,0
L003302,CU003302,2025-08-30,Paid Social,Paid Social,CMP_PAI_BIR,Birmingham,Manufacturing,250-999,Remote Support,46.7,MQL,1,0
L003303,CU003303,2025-08-31,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BIR,Birmingham,Professional Services,250-999,Security Add-on,60.1,MQL,1,0
L003304,CU003304,2025-08-31,Organic Search,Organic Search,CMP_ORG_CAR,Cardiff,Technology,50-249,Remote Access,75.0,New,0,0
L003305,CU003305,2025-08-31,Paid Search - Brand,Paid Search - Brand,CMP_PAI_CAR,Cardiff,Healthcare,1000+,Security Add-on,42.4,New,0,0
L003306,CU003306,2025-09-01,Paid Social,Paid Social,CMP_PAI_LON,London,Retail,50-249,Security Add-on,44.6,New,0,0
L003307,CU003307,2025-09-01,LinkedIn,LinkedIn,CMP_LIN_CAR,Cardiff,Education,250-999,Remote Support,76.6,New,0,0
L003308,CU003308,2025-09-01,Events,Events,CMP_EVE_GLA,Glasgow,Healthcare,50-249,Security Add-on,70.1,New,0,0
L003309,CU003309,2025-09-01,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LON,London,Technology,1-49,Security Add-on,67.7,MQL,1,0
L003310,CU003310,2025-09-01,Paid Social,Paid Social,CMP_PAI_GLA,Glasgow,Technology,1-49,Remote Support,58.3,MQL,1,0
L003311,CU003311,2025-09-01,Organic Search,Organic Search,CMP_ORG_LON,London,Retail,50-249,Remote Support,47.0,MQL,1,0
L003312,CU003312,2025-09-02,Organic Search,Organic Search,CMP_ORG_EDI,Edinburgh,Manufacturing,250-999,Remote Support,65.1,SQL,1,1
L003313,CU003313,2025-09-02,Display,Display,CMP_DIS_LON,London,Professional Services,1000+,Security Add-on,71.1,New,0,0
L003314,CU003314,2025-09-02,Partner,Partner,CMP_PAR_BIR,Birmingham,Retail,250-999,Enterprise Connectivity,55.7,New,0,0
L003315,CU003315,2025-09-02,Paid Social,Paid Social,CMP_PAI_EDI,Edinburgh,Healthcare,50-249,Remote Access,49.4,MQL,1,0
L003316,CU003316,2025-09-02,Events,Events,CMP_EVE_BIR,Birmingham,Technology,250-999,Security Add-on,66.9,MQL,1,0
L003317,CU003317,2025-09-02,Paid Search - Brand,Paid Search - Brand,CMP_PAI_GLA,Glasgow,Technology,1-49,Security Add-on,66.0,New,0,0
L003318,CU003318,2025-09-03,Partner,Partner,CMP_PAR_CAR,Cardiff,Professional Services,250-999,Enterprise Connectivity,61.1,New,0,0
L003319,CU003319,2025-09-03,Organic Search,Organic Search,CMP_ORG_LON,London,Professional Services,1-49,Enterprise Connectivity,56.2,MQL,1,0
L003320,CU003320,2025-09-03,Direct,Direct,CMP_DIR_BRI,Bristol,Manufacturing,50-249,Enterprise Connectivity,52.1,MQL,1,0
L003321,CU003321,2025-09-03,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Technology,250-999,Security Add-on,59.0,MQL,1,0
L003322,CU003322,2025-09-03,Email,Email,CMP_EMA_SHE,Sheffield,Technology,50-249,Enterprise Connectivity,70.6,New,0,0
L003323,CU003323,2025-09-03,Partner,Partner,CMP_PAR_BIR,Birmingham,Education,1000+,Remote Support,33.2,MQL,1,0
L003324,CU003324,2025-09-03,Organic Search,Organic Search,CMP_ORG_MAN,Manchester,Education,50-249,Remote Access,43.6,New,0,0
L003325,CU003325,2025-09-04,LinkedIn,LinkedIn,CMP_LIN_SHE,Sheffield,Technology,1000+,Enterprise Connectivity,59.1,New,0,0
L003326,CU003326,2025-09-04,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BIR,Birmingham,Healthcare,50-249,Remote Access,54.1,MQL,1,0
L003327,CU003327,2025-09-04,Organic Search,Organic Search,CMP_ORG_MAN,Manchester,Professional Services,1000+,Remote Access,69.8,SQL,1,1
L003328,CU003328,2025-09-04,LinkedIn,LinkedIn,CMP_LIN_LON,London,Manufacturing,50-249,Security Add-on,78.8,SQL,1,1
L003329,CU003329,2025-09-04,Paid Social,Paid Social,CMP_PAI_BIR,Birmingham,Healthcare,250-999,Remote Support,38.4,New,0,0
L003330,CU003330,2025-09-04,LinkedIn,LinkedIn,CMP_LIN_CAR,Cardiff,Education,250-999,Security Add-on,78.7,SQL,1,1
L003331,CU003331,2025-09-05,Organic Search,Organic Search,CMP_ORG_LEE,Leeds,Professional Services,1000+,Enterprise Connectivity,70.8,SQL,1,1
L003332,CU003332,2025-09-05,Direct,Direct,CMP_DIR_LEE,Leeds,Retail,50-249,Security Add-on,61.2,New,0,0
L003333,CU003333,2025-09-05,Email,Email,CMP_EMA_LON,London,Healthcare,250-999,Remote Access,70.2,New,0,0
L003334,CU003334,2025-09-05,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Manufacturing,250-999,Remote Support,65.6,New,0,0
L003335,CU003335,2025-09-05,Direct,Direct,CMP_DIR_LON,London,Healthcare,250-999,Enterprise Connectivity,69.5,New,0,0
L003336,CU003336,2025-09-05,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Healthcare,1000+,Remote Access,56.5,SQL,1,1
L003337,CU003337,2025-09-06,Email,Email,CMP_EMA_BIR,Birmingham,Education,1-49,Remote Support,70.2,SQL,1,1
L003338,CU003338,2025-09-06,LinkedIn,LinkedIn,CMP_LIN_GLA,Glasgow,Manufacturing,1000+,Remote Support,84.0,SQL,1,1
L003339,CU003339,2025-09-06,Paid Social,Paid Social,CMP_PAI_MAN,Manchester,Education,1-49,Enterprise Connectivity,64.6,New,0,0
L003340,CU003340,2025-09-06,LinkedIn,LinkedIn,CMP_LIN_LON,London,Healthcare,50-249,Security Add-on,82.7,SQL,1,1
L003341,CU003341,2025-09-06,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Technology,50-249,Security Add-on,91.8,SQL,1,1
L003342,CU003342,2025-09-06,Partner,Partner,CMP_PAR_LIV,Liverpool,Education,1-49,Remote Support,53.5,MQL,1,0
L003343,CU003343,2025-09-06,Organic Search,Organic Search,CMP_ORG_LEE,Leeds,Technology,1-49,Remote Access,90.6,SQL,1,1
L003344,CU003344,2025-09-06,Email,Email,CMP_EMA_BIR,Birmingham,Technology,250-999,Security Add-on,61.7,New,0,0
L003345,CU003345,2025-09-06,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Retail,250-999,Security Add-on,62.5,New,0,0
L003346,CU003346,2025-09-06,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Retail,1000+,Remote Support,59.4,New,0,0
L003347,CU003347,2025-09-07,Organic Search,Organic Search,CMP_ORG_LEE,Leeds,Manufacturing,250-999,Remote Access,66.0,New,0,0
L003348,CU003348,2025-09-07,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BIR,Birmingham,Professional Services,50-249,Security Add-on,60.2,New,0,0
L003349,CU003349,2025-09-07,Events,Events,CMP_EVE_GLA,Glasgow,Retail,50-249,Enterprise Connectivity,92.5,MQL,1,0
L003350,CU003350,2025-09-07,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Education,50-249,Remote Access,70.3,SQL,1,1
L003351,CU003351,2025-09-07,LinkedIn,LinkedIn,CMP_LIN_SHE,Sheffield,Healthcare,50-249,Enterprise Connectivity,86.8,SQL,1,1
L003352,CU003352,2025-09-07,Paid Social,Paid Social,CMP_PAI_LEE,Leeds,Manufacturing,1-49,Security Add-on,52.8,New,0,0
L003353,CU003353,2025-09-07,Paid Social,Paid Social,CMP_PAI_BIR,Birmingham,Retail,250-999,Remote Access,51.6,New,0,0
L003354,CU003354,2025-09-07,Organic Search,Organic Search,CMP_ORG_MAN,Manchester,Manufacturing,250-999,Enterprise Connectivity,72.0,New,0,0
L003355,CU003355,2025-09-07,Partner,Partner,CMP_PAR_EDI,Edinburgh,Education,1-49,Remote Access,63.2,SQL,1,1
L003356,CU003356,2025-09-07,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LON,London,Healthcare,250-999,Remote Access,55.1,SQL,1,1
L003357,CU003357,2025-09-08,Paid Search - Brand,Paid Search - Brand,CMP_PAI_GLA,Glasgow,Healthcare,1000+,Security Add-on,74.4,MQL,1,0
L003358,CU003358,2025-09-08,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Retail,250-999,Enterprise Connectivity,66.2,New,0,0
L003359,CU003359,2025-09-08,Paid Social,Paid Social,CMP_PAI_SHE,Sheffield,Retail,1-49,Remote Support,42.2,SQL,1,1
L003360,CU003360,2025-09-08,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_CAR,Cardiff,Education,250-999,Remote Access,73.2,SQL,1,1
L003361,CU003361,2025-09-08,Organic Search,Organic Search,CMP_ORG_LON,London,Healthcare,1000+,Enterprise Connectivity,53.8,MQL,1,0
L003362,CU003362,2025-09-08,Partner,Partner,CMP_PAR_MAN,Manchester,Professional Services,1-49,Enterprise Connectivity,64.1,New,0,0
L003363,CU003363,2025-09-08,Organic Search,Organic Search,CMP_ORG_BIR,Birmingham,Manufacturing,250-999,Remote Access,49.8,New,0,0
L003364,CU003364,2025-09-09,Paid Search - Brand,Paid Search - Brand,CMP_PAI_CAR,Cardiff,Retail,250-999,Remote Access,66.2,New,0,0
L003365,CU003365,2025-09-09,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Technology,1000+,Enterprise Connectivity,90.5,MQL,1,0
L003366,CU003366,2025-09-09,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Education,1-49,Remote Support,87.4,SQL,1,1
L003367,CU003367,2025-09-09,Email,Email,CMP_EMA_BIR,Birmingham,Healthcare,1-49,Enterprise Connectivity,68.6,New,0,0
L003368,CU003368,2025-09-10,Paid Social,Paid Social,CMP_PAI_GLA,Glasgow,Technology,50-249,Remote Access,60.3,New,0,0
L003369,CU003369,2025-09-10,Direct,Direct,CMP_DIR_EDI,Edinburgh,Education,250-999,Enterprise Connectivity,83.2,MQL,1,0
L003370,CU003370,2025-09-10,LinkedIn,LinkedIn,CMP_LIN_SHE,Sheffield,Manufacturing,1-49,Remote Support,63.4,New,0,0
L003371,CU003371,2025-09-10,Direct,Direct,CMP_DIR_BRI,Bristol,Manufacturing,50-249,Remote Access,56.5,New,0,0
L003372,CU003372,2025-09-10,Paid Social,Paid Social,CMP_PAI_EDI,Edinburgh,Professional Services,50-249,Enterprise Connectivity,54.4,SQL,1,1
L003373,CU003373,2025-09-10,Partner,Partner,CMP_PAR_MAN,Manchester,Healthcare,50-249,Enterprise Connectivity,71.1,SQL,1,1
L003374,CU003374,2025-09-10,Paid Social,Paid Social,CMP_PAI_BIR,Birmingham,Technology,1000+,Security Add-on,69.8,MQL,1,0
L003375,CU003375,2025-09-10,Email,Email,CMP_EMA_BIR,Birmingham,Professional Services,1-49,Security Add-on,69.5,MQL,1,0
L003376,CU003376,2025-09-11,Partner,Partner,CMP_PAR_LIV,Liverpool,Healthcare,1000+,Remote Support,58.8,New,0,0
L003377,CU003377,2025-09-11,Paid Search - Brand,Paid Search - Brand,CMP_PAI_GLA,Glasgow,Professional Services,1000+,Remote Access,58.9,New,0,0
L003378,CU003378,2025-09-11,Direct,Direct,CMP_DIR_LON,London,Technology,1000+,Remote Support,38.1,MQL,1,0
L003379,CU003379,2025-09-11,Events,Events,CMP_EVE_LIV,Liverpool,Manufacturing,1000+,Remote Support,71.8,New,0,0
L003380,CU003380,2025-09-12,LinkedIn,LinkedIn,CMP_LIN_LEE,Leeds,Manufacturing,1000+,Enterprise Connectivity,100.0,New,0,0
L003381,CU003381,2025-09-12,Organic Search,Organic Search,CMP_ORG_MAN,Manchester,Manufacturing,50-249,Remote Support,66.1,SQL,1,1
L003382,CU003382,2025-09-12,Direct,Direct,CMP_DIR_LIV,Liverpool,Manufacturing,250-999,Security Add-on,52.7,New,0,0
L003383,CU003383,2025-09-12,Organic Search,Organic Search,CMP_ORG_GLA,Glasgow,Education,50-249,Enterprise Connectivity,52.6,New,0,0
L003384,CU003384,2025-09-12,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Professional Services,1-49,Security Add-on,64.8,SQL,1,1
L003385,CU003385,2025-09-12,Partner,Partner,CMP_PAR_LIV,Liverpool,Technology,50-249,Enterprise Connectivity,69.1,MQL,1,0
L003386,CU003386,2025-09-12,Paid Search - Brand,Paid Search - Brand,CMP_PAI_SHE,Sheffield,Manufacturing,50-249,Enterprise Connectivity,53.6,New,0,0
L003387,CU003387,2025-09-12,Email,Email,CMP_EMA_LON,London,Retail,50-249,Enterprise Connectivity,47.3,New,0,0
L003388,CU003388,2025-09-12,Events,Events,CMP_EVE_BRI,Bristol,Manufacturing,1-49,Remote Support,76.1,SQL,1,1
L003389,CU003389,2025-09-12,Paid Search - Brand,Paid Search - Brand,CMP_PAI_GLA,Glasgow,Manufacturing,50-249,Security Add-on,47.1,New,0,0
L003390,CU003390,2025-09-12,Direct,Direct,CMP_DIR_LON,London,Technology,50-249,Remote Access,54.7,New,0,0
L003391,CU003391,2025-09-12,Paid Social,Paid Social,CMP_PAI_LON,London,Manufacturing,250-999,Enterprise Connectivity,54.9,New,0,0
L003392,CU003392,2025-09-13,Paid Search - Brand,Paid Search - Brand,CMP_PAI_SHE,Sheffield,Technology,1-49,Enterprise Connectivity,70.4,New,0,0
L003393,CU003393,2025-09-13,Partner,Partner,CMP_PAR_BIR,Birmingham,Technology,1-49,Security Add-on,76.5,SQL,1,1
L003394,CU003394,2025-09-13,Paid Social,Paid Social,CMP_PAI_LEE,Leeds,Education,250-999,Remote Access,44.4,SQL,1,1
L003395,CU003395,2025-09-13,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Education,1-49,Enterprise Connectivity,94.4,New,0,0
L003396,CU003396,2025-09-13,Paid Social,Paid Social,CMP_PAI_LIV,Liverpool,Technology,1-49,Security Add-on,55.1,New,0,0
L003397,CU003397,2025-09-13,Events,Events,CMP_EVE_GLA,Glasgow,Healthcare,1000+,Security Add-on,55.4,New,0,0
L003398,CU003398,2025-09-13,Email,Email,CMP_EMA_BIR,Birmingham,Healthcare,50-249,Security Add-on,65.5,MQL,1,0
L003399,CU003399,2025-09-13,LinkedIn,LinkedIn,CMP_LIN_LEE,Leeds,Education,1000+,Enterprise Connectivity,73.7,New,0,0
L003400,CU003400,2025-09-14,Events,Events,CMP_EVE_EDI,Edinburgh,Healthcare,1-49,Remote Access,60.6,SQL,1,1
L003401,CU003401,2025-09-14,Direct,Direct,CMP_DIR_BIR,Birmingham,Technology,50-249,Remote Access,74.8,New,0,0
L003402,CU003402,2025-09-14,Organic Search,Organic Search,CMP_ORG_CAR,Cardiff,Technology,50-249,Remote Access,62.0,New,0,0
L003403,CU003403,2025-09-14,Organic Search,Organic Search,CMP_ORG_SHE,Sheffield,Healthcare,50-249,Remote Access,56.5,New,0,0
L003404,CU003404,2025-09-14,Paid Social,Paid Social,CMP_PAI_GLA,Glasgow,Retail,1-49,Remote Access,24.1,MQL,1,0
L003405,CU003405,2025-09-14,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Retail,50-249,Security Add-on,77.6,MQL,1,0
