opportunity_id,lead_id,customer_id,created_date,close_date,product_id,opportunity_stage,pipeline_value_gbp,expected_value_gbp,closed_won_flag,closed_lost_flag,sales_cycle_days,loss_reason
O000691,L003572,CU003572,2025-10-11,2025-11-20,Enterprise Connectivity,Closed Lost,10189.76,2853.13,0,1,40,Budget
O000692,L003576,CU003576,2025-10-13,2025-11-09,Enterprise Connectivity,Closed Lost,17339.81,4855.15,0,1,27,Competitor
O000693,L003582,CU003582,2025-10-22,2025-12-16,Security Add-on,Closed Lost,50947.44,14265.28,0,1,55,Budget
O000694,L003584,CU003584,2025-10-14,2026-01-25,Enterprise Connectivity,Closed Lost,48764.5,9752.9,0,1,103,Timing
O000695,L003592,CU003592,2025-10-20,2025-12-29,Security Add-on,Closed Lost,16115.03,4512.21,0,1,70,Competitor
O000696,L003594,CU003594,2025-10-25,2026-01-10,Security Add-on,Closed Lost,5504.28,1541.2,0,1,77,Budget
O000697,L003599,CU003599,2025-10-27,2026-01-09,Security Add-on,Closed Lost,13261.53,3713.23,0,1,74,Competitor
O000698,L003612,CU003612,2025-10-24,2026-02-06,Remote Support,Closed Lost,4003.91,1121.1,0,1,105,Budget
O000699,L003615,CU003615,2025-11-01,2025-12-28,Remote Support,Closed Lost,6183.78,1731.46,0,1,57,No decision
O000700,L003616,CU003616,2025-10-29,2025-12-19,Enterprise Connectivity,Closed Lost,23616.22,6612.54,0,1,51,Competitor
O000701,L003618,CU003618,2025-11-01,2026-02-04,Remote Access,Closed Lost,22721.11,6361.91,0,1,95,No decision
O000702,L003624,CU003624,2025-10-21,2026-01-18,Remote Access,Closed Won,57999.95,16239.99,1,0,89,
O000703,L003629,CU003629,2025-11-01,2025-11-27,Security Add-on,Closed Won,37663.25,10545.71,1,0,26,
O000704,L003634,CU003634,2025-10-26,2025-12-15,Remote Support,Closed Lost,69249.36,23544.78,0,1,50,No decision
O000705,L003650,CU003650,2025-11-02,2025-11-28,Enterprise Connectivity,Closed Lost,5764.24,1959.84,0,1,26,Budget
O000706,L003659,CU003659,2025-11-07,2026-01-30,Enterprise Connectivity,Closed Lost,14692.46,4113.89,0,1,84,Competitor
O000707,L003661,CU003661,2025-10-28,2026-01-21,Remote Access,Closed Lost,6357.57,1780.12,0,1,85,Timing
O000708,L003662,CU003662,2025-10-27,2026-01-25,Enterprise Connectivity,Closed Won,86087.53,24104.51,1,0,90,
O000709,L003663,CU003663,2025-11-09,2026-02-17,Enterprise Connectivity,Closed Lost,67602.03,18928.57,0,1,100,Timing
O000710,L003674,CU003674,2025-11-05,2026-02-10,Remote Access,Closed Lost,12734.9,3565.77,0,1,97,Timing
O000711,L003675,CU003675,2025-11-05,2025-12-19,Remote Support,Closed Lost,12577.13,3521.6,0,1,44,Timing
O000712,L003676,CU003676,2025-11-11,2026-02-01,Remote Support,Closed Won,73000.77,35040.37,1,0,82,
O000713,L003682,CU003682,2025-11-08,2026-02-28,Remote Support,Closed Won,20433.25,5721.31,1,0,112,
O000714,L003689,CU003689,2025-11-13,2026-02-15,Remote Support,Closed Lost,23213.51,6499.78,0,1,94,Timing
O000715,L003701,CU003701,2025-11-03,2026-01-04,Security Add-on,Closed Lost,82731.5,23164.82,0,1,62,No decision
O000716,L003711,CU003711,2025-11-09,2025-12-23,Security Add-on,Closed Won,55223.72,15462.64,1,0,44,
O000717,L003714,CU003714,2025-11-12,2026-02-03,Remote Access,Closed Lost,39121.38,13301.27,0,1,83,Budget
O000718,L003716,CU003716,2025-11-08,2026-01-12,Security Add-on,Closed Lost,9374.79,1874.96,0,1,65,No decision
O000719,L003718,CU003718,2025-11-08,2026-01-21,Remote Support,Closed Lost,13997.95,3919.43,0,1,74,Timing
O000720,L003719,CU003719,2025-11-10,2026-02-06,Enterprise Connectivity,Closed Won,71450.26,20006.07,1,0,88,
O000721,L003721,CU003721,2025-11-16,2025-12-23,Remote Support,Closed Lost,13579.93,3802.38,0,1,37,No decision
O000722,L003724,CU003724,2025-11-10,2026-02-17,Remote Support,Closed Won,11812.04,3307.37,1,0,99,
O000723,L003726,CU003726,2025-11-09,2025-12-18,Security Add-on,Closed Lost,67111.2,18791.14,0,1,39,No decision
O000724,L003748,CU003748,2025-11-23,2025-12-14,Remote Access,Closed Won,14414.89,4036.17,1,0,21,
O000725,L003750,CU003750,2025-11-19,2026-01-20,Security Add-on,Closed Lost,14430.54,4040.55,0,1,62,Timing
O000726,L003751,CU003751,2025-11-19,2025-12-17,Remote Access,Closed Won,6025.68,2048.73,1,0,28,
O000727,L003752,CU003752,2025-11-14,2026-01-18,Remote Support,Closed Lost,16077.61,4501.73,0,1,65,Budget
O000728,L003759,CU003759,2025-11-24,2026-02-01,Security Add-on,Closed Won,5664.5,1586.06,1,0,69,
O000729,L003774,CU003774,2025-11-14,2026-02-07,Remote Support,Closed Won,90606.91,38054.9,1,0,85,
O000730,L003777,CU003777,2025-11-22,2026-02-26,Security Add-on,Closed Lost,56006.13,26882.94,0,1,96,No decision
O000731,L003780,CU003780,2025-11-22,2025-12-13,Remote Support,Closed Lost,24676.87,6909.52,0,1,21,Budget
O000732,L003797,CU003797,2025-11-27,2026-02-27,Security Add-on,Closed Lost,68301.97,19124.55,0,1,92,No decision
O000733,L003798,CU003798,2025-11-28,2026-02-12,Enterprise Connectivity,Closed Won,13414.51,3756.06,1,0,76,
O000734,L003804,CU003804,2025-11-28,2026-03-22,Enterprise Connectivity,Closed Lost,30566.82,10392.72,0,1,114,Competitor
O000735,L003813,CU003813,2025-12-02,2026-02-27,Remote Access,Closed Won,7688.8,2152.86,1,0,87,
O000736,L003825,CU003825,2025-12-06,2026-01-13,Security Add-on,Closed Won,18207.26,6190.47,1,0,38,
O000737,L003827,CU003827,2025-11-24,2025-12-31,Remote Access,Closed Won,13693.25,4655.71,1,0,37,
O000738,L003829,CU003829,2025-12-04,2025-12-28,Security Add-on,Closed Lost,12592.22,5288.73,0,1,24,Competitor
O000739,L003833,CU003833,2025-11-25,2026-01-30,Remote Access,Closed Lost,39281.9,10998.93,0,1,66,Competitor
O000740,L003840,CU003840,2025-12-01,2026-01-29,Remote Access,Closed Lost,14375.79,4025.22,0,1,59,Competitor
O000741,L003843,CU003843,2025-12-04,2026-03-16,Remote Support,Closed Lost,6151.25,2091.42,0,1,102,No decision
O000742,L003849,CU003849,2025-12-08,2026-01-08,Remote Support,Closed Lost,4836.63,1354.26,0,1,31,No decision
O000743,L003854,CU003854,2025-12-09,2026-04-01,Security Add-on,Closed Won,37125.37,17820.18,1,0,113,
O000744,L003861,CU003861,2025-12-11,2026-01-05,Remote Access,Closed Won,4713.82,1319.87,1,0,25,
O000745,L003867,CU003867,2025-11-29,2026-03-07,Security Add-on,Closed Lost,11204.53,3137.27,0,1,98,No decision
O000746,L003875,CU003875,2025-12-04,2026-02-21,Remote Support,Closed Lost,17696.48,4955.01,0,1,79,Competitor
O000747,L003877,CU003877,2025-12-05,2026-03-05,Enterprise Connectivity,Closed Won,45874.84,12844.96,1,0,90,
O000748,L003889,CU003889,2025-12-17,2026-04-06,Enterprise Connectivity,Closed Lost,24717.11,6920.79,0,1,110,No decision
O000749,L003890,CU003890,2025-12-14,2026-03-13,Security Add-on,Closed Lost,18963.35,5309.74,0,1,89,No decision
O000750,L003896,CU003896,2025-12-22,2026-04-10,Security Add-on,Closed Lost,3195.91,894.85,0,1,109,No decision
O000751,L003899,CU003899,2025-12-14,2026-03-04,Remote Support,Closed Lost,15032.45,5111.03,0,1,80,Competitor
O000752,L003905,CU003905,2025-12-18,2026-04-01,Security Add-on,Closed Lost,24790.11,6941.23,0,1,104,Timing
O000753,L003908,CU003908,2025-12-17,2026-04-07,Enterprise Connectivity,Closed Won,13127.44,5513.52,1,0,111,
O000754,L003914,CU003914,2025-12-20,2026-03-27,Remote Access,Closed Won,67549.86,18913.96,1,0,97,
O000755,L003919,CU003919,2025-12-27,2026-04-05,Security Add-on,Closed Won,13211.88,4492.04,1,0,99,
O000756,L003922,CU003922,2025-12-18,2026-04-04,Enterprise Connectivity,Closed Lost,32411.87,9075.32,0,1,107,Timing
O000757,L003923,CU003923,2025-12-20,2026-03-31,Enterprise Connectivity,Closed Lost,85311.96,23887.35,0,1,101,No decision
O000758,L003931,CU003931,2025-12-19,2026-03-06,Security Add-on,Closed Lost,18330.86,5132.64,0,1,77,Timing
O000759,L003940,CU003940,2025-12-30,2026-04-19,Security Add-on,Closed Won,11742.38,3287.87,1,0,110,
O000760,L003956,CU003956,2026-01-03,2026-02-08,Security Add-on,Closed Lost,40429.58,11320.28,0,1,36,No decision
O000761,L003957,CU003957,2025-12-28,2026-03-18,Security Add-on,Closed Lost,20335.41,5693.92,0,1,80,Timing
O000762,L003960,CU003960,2025-12-30,2026-03-03,Enterprise Connectivity,Closed Lost,3463.58,692.72,0,1,63,Budget
O000763,L003966,CU003966,2026-01-02,2026-04-03,Enterprise Connectivity,Closed Won,23123.56,9711.9,1,0,91,
O000764,L003970,CU003970,2026-01-02,2026-03-18,Enterprise Connectivity,Closed Lost,12578.14,3521.88,0,1,75,Timing
O000765,L003987,CU003987,2026-01-12,2026-02-25,Security Add-on,Closed Lost,3924.32,1098.81,0,1,44,No decision
O000766,L003989,CU003989,2026-01-04,2026-03-08,Security Add-on,Closed Won,6396.57,1791.04,1,0,63,
